query,result_count
誘因,928000
誘姦,96400
誘導,2080000
誘惑,18900000
誘拐,866000
誘拐者,496000
誘捕,195000
誘食劑,377000
語,100000000
語助詞,1900000
語感,298000
語態,100000
語支,11300000
語數外,18500000
語文,6270000
語料,2130000
語料庫,5660000
語族,184000
語氣,2850000
語氣助詞,692000
語氣詞,2460000
語法,4880000
語法術語,337000
語源,30100000
語焉不詳,341000
語無倫次,1830000
語用學,56300000
語畫,5920000
語病,89800
語種,1030000
語篇,47300000
語系,1500000
語素,89800
語者,36500000
語言,63100000
語詞,100000000
語音意識,90900
語音通訊通道,1530000
誠,31300000
誠心所願,5700
誠惶誠恐,805000
誠懇,1490000
誠摯,2280000
誠服,34700000
誣,3430000
誤信,16500000
誤傷,332000
誤入歧途效應,10800
誤判,677000
誤區,1510000
誤工,53300
誤殺,262000
誤車,2310
誨人不倦,1840000
說,100000000
說一不二,9650000
說一千，道一萬,1780000
說三道四,34100000
說不上,100000000
說不通,92500000
說不過去,25500000
說中,100000000
說了算,100000000
說出,6560000
說岳全傳,414000
說帖,34400000
說廢話,2650000
說得上,100000000
說得過去,20700000
說情,100000000
說教,100000000
說文,100000000
說文解字,61700000
說文解字註,26700000
說明,71800000
說明書,100000000
說明會,21700000
說是一回事，做又是另外一回事,12600000
說是一回事，而做又是另外一回事,12600000
說時遲，那時快,180000
說書,931000
說曹操曹操就到,1520000
說曹操，曹操到,100000000
說服,4170000
說服力,7970000
說死,100000000
說法,11600000
說溜嘴,233000
說漏嘴,2630000
說理,100000000
說白了,100000000
說破,100000000
說笑,100000000
說著玩,94
說著玩兒,153000
說葡萄酸,100000000
說話要算數,3080000
說說而已,12600000
說謊,2040000
說起,100000000
說風涼話,373000
誰人樂隊,1630000
誰笑到最後，誰笑得最好,9970000
課,31000000
課外讀物,2610000
課文,404000
課業,1020000
課程,29700000
課金,34300000
課長,2660000
誹謗,1420000
調任,477000
調停,462000
調價,63200000
調入,352000
調升,27400000
調味料,28800000
調味肉汁,8650000
調料,375000
調查員,6970000
調查結果,26300000
調查表,50200000
調檔,25000
調派,231000
調準,7220000
調焦,115000
調理,5460000
調用,2310000
調發,93900000
調皮,1840000
調皮搗蛋,1240000
調相,22800000
調研,10600000
調研人員,5190000
調笑,184000
調節,10600000
調節器,25700000
調羹,119000
調職,207000
調色,1390000
調色板,6730000
調藥刀,56
調虎離山,2360000
調號,49300
調製,1190000
調解,1550000
調訓,31100
調試,5010000
調諧,231000
調謔,73800
調變,47600000
調資,18500
調赴,25800000
調轉,120000
諂媚者,247000
談,56700000
談判制度,8820000
談心,806000
談星,16000000
談朋友,40000000
談虎色變,1570000
談論,3780000
請,100000000
請看,100000000
請示,612000
請願書,505000
諌,2020000
諍,4250000
諍人,2680000
諍友,54700
諍臣,74900
諍言,42600
諍訟,62200
諍諫,24600
諏,2770000
諐,487000
諑,1420000
諒,4940000
諒解,2000000
諕,1440000
論,100000000
論功,36700000
論及,100000000
論壇,28000000
論壇報,44000000
論定,89100000
論戰,354000
論據,177000
論文,18100000
論斷,982000
論法,100000000
論爭,145000
論理,2790000
論理學,248000
論著,959000
論語,24400000
論調,67200000
論證,1930000
論述,5110000
論長道短,11200000
論題,100000000
論點,1560000
諗,1410000
諙,475000
諛,1720000
諛辭,22500
諜,1730000
諜報,316000
諝,984000
諞,1030000
諟,7570000
諠,2810000
諠呼,224000
諡,9160000
諡號,41100
諢,823000
諤,1070000
諫,9340000
諷諭,166000
諾亞,880000
諾伊曼,35500
諾克少,830000
諾如病毒,5600000
諾姆·喬姆斯基,43200
諾曼底,116000
諾美克斯,29600
諾言,1760000
諾貝爾,1640000
諾貝爾和平獎,2000000
諾貝爾文學獎,4920000
諾貝爾物理學獎,1830000
諾貝爾獎,25200000
諾魯,32000
謀,22100000
謀事,361000
謀事在人，成事在天,342000
謀利,230000
謀刺,4550000
謀劃,1740000
謀反,617000
謙語,167000
謙誠,23400
謙讓,350000
謙辭,135000
講堂,2770000
講師,6420000
講話,9190000
講課,727000
謝,39300000
謝候,8450000
謝儀,15600
謝天謝地,100000000
謝媒,9160000
謝家集,15100
謝家集區,10300
謝帖,7240
謝師宴,865000
謝幕,743000
謝忱,150000
謝恩,459000
謝意,640000
謝拉,173000
謝爾巴人,41
謝爾蓋,143000
謝特,25100
謝病,10000000
謝禮,107000
謝絕,4560000
謝絕參觀,52700
謝罪,1080000
謝肉節,3040
謝詞,64700
謝謝,62300000
謝赫,64200
謝辛,2130
謝通門,6450
謝通門縣,4910
謝里夫,7410
謝長廷,66800
謝霆鋒,698000
謝靈運,1140000
謝頂,56100
謠,3620000
謠傳,6360000
謠言,1790000
謠言惑衆,70000
謡,2460000
謦,12600000
謨,18200000
謩,2670000
謪,732000
謫,3210000
謫居,214000
謫戍,157000
謬,5820000
謬獎,1510
謬種,12400
謬種流傳,48800
謬耄,60900
謬見,31700
謬誤,418000
謬論,120000
謭,683000
謳,1300000
謳吟,182000
謳歌,872000
謷,1500000
謹,22200000
謹上,112000
謹啟,216000
謹記,860000
證實,5980000
證明完畢,741000
識文斷字,4380000
識時務,624000
識時務者為俊傑,198000
識時通變,165000
識時達務,11000
識相,46700000
識破,740000
識破機關,99700
識羞,1470000
識荊,69900
識荊恨晚,80
識見,64600000
識貨,196000
識趣,11200000
識途老馬,1110000
譙,1990000
譙城,79000
譙城區,38500
譚,12100000
譚嗣同,146000
譚富英,17900
譚盾,41200
譚詠麟,989000
譚鑫培,26100
譚震林,18200
譜,16200000
譜係,4900000
譜分析,34000000
譜子,298000
譜學,33500000
譜寫,1410000
譜帶,10900000
譜曲,253000
譜氏,17700000
譜牒,2440000
譜系,20000000
譜線,23300000
譜表,18600000
譡,529000
警察,100000000
警械,15900000
警民,80100000
警示,100000000
警號,130000
警醒,100000000
譫,743000
譫妄,188000
譭,456000
譯名,1480000
譯寫,28400000
譯詞,80700000
譯音,255000
議付,33800
議定書,5830000
議席,4240000
議決,38500000
議院,34400000
譴訶,47400
護孔環,38
護封,34400
護手盤,8160
護手霜,14200000
護法,1250000
護士,9410000
護法戰爭,130000
護法神,2620000
護照,3320000
護犢子,615000
護理,9110000
護理學,42400000
護生,100000000
護甲,1490000
護目鏡,5940000
護短,127000
護老者,53500
護肘,34500
護脛,58800
護膚,3720000
護膝,193000
護航,2870000
護航艦,347000
護著,17500000
護衛,2380000
護衛艇,374000
護衛艦,5620000
護貝,164000
護貝機,38200
護貝膜,8360
護貝膠膜,24400
護身符,5260000
護身符子,5210000
護軌,5510
護送,912000
護頸套,1290000
護髮乳,4350000
護髮素,17900000
譸,666000
譹,1360000
譽,12400000
譾,701000
讀,62300000
讀出,757000
讀卡器,355000
讀取,6740000
讀報,85700000
讀寫,100000000
讀寫能力,5800000
讀後感,368000
讀心,201000
讀數,448000
讀書人,41000000
讀書會,17400000
讀法,518000
讀經,92700000
讀賣新聞,241000
讀頭,27100000
變,100000000
變作,95100000
變動,11400000
變壞,761000
變天,98300000
變奏,394000
變奏曲,230000
變局,798000
變工,91100000
變幻,1300000
變幻莫測,1010000
變形,9440000
變壓器,3460000
變形蟲,69500
變形金剛,54200000
變得,26100000
變徵之聲,121000
變心,618000
變性,1590000
變性土,361000
變態,8240000
變態反應,1910000
變成,40500000
變戲法,426000
變把戲,27100
變換,3090000
變換群,2020000
變換設備,645000
變故,722000
變數,100000000
變文,100000000
變星,44200000
變暖,261000
變暗,18300000
變更,16400000
變本加厲,4220000
變格,35200000
變樣,81100000
變樣兒,1130000
變法,669000
變法兒,92
變活,17200000
變流器,70900
變溫動物,1010000
變溫層,961000
變為,100000000
變焦,1090000
變焦環,205000
變焦距鏡頭,30600000
變生肘腋,223000
變產,57200000
變異,3340000
變異型克雅氏症,27
變異株,5760000
變相,874000
變矩器,3760000
變硬,23300000
變種,1910000
變節,203000
變紅,34600000
變聲,273000
變臉,1520000
變色,2760000
變色易容,47100
變色龍,16900000
變苦,9760000
變裝皇后,512000
變調,335000
變調夾,912000
變賣,390000
變質,1360000
變質作用,3190000
變質岩,52000
變軟,23100000
變通,1250000
變速,2570000
變速傳動,4100000
變速器,36200000
變速桿,1500000
變速箱,100000000
變造,176000
變造幣,147000
變道,56200
變遷,4490000
變醜,5430000
變量,806000
變阻器,27900
變電站,22000000
變革,4640000
變革管理,15400000
變音記號,142000
變頻,4490000
變體,698000
變魔術,8060000
變黑,70700000
讋,1460000
讌,3940000
讌饗,198000
讎,4490000
讏,411000
讐,2440000
讒,3370000
變電,100000000
讒佞,105000
讒害,204000
讒言,379000
讒諂,81500
讓,100000000
讓步,778000
讓畔,141000
讖,2150000
讖緯,151000
讖語,70900
讘,611000
讙,4490000
讚,36000000
讚不絕口,6990000
讚同,280000
讚嘆,1570000
讚揚,1320000
讚美,7650000
讚許,388000
讚賞,3130000
讚頌,405000
讜,951000
讞,1570000
讟,2360000
讬,11300000
谷,100000000
谷口,31700000
谷地,68100000
谷城,43800000
谷城縣,15400
谷底,100000000
谷歌,100000000
谷氨酰胺,27100000
谽,1160000
谿,10600000
豁,100000000
豁免,100000000
豁免權,1980000
豁出去,88600000
豁拳,911000
豁然,100000000
豁然開朗,2810000
豁達,784000
豅,626000
豆,100000000
豆乳,65400000
豆佉,184000
豆奶,100000000
豆子,100000000
豆寇年華,788000
豆汁,28900000
豆沙,100000000
豆沙包,28200000
豆油,100000000
豆渣,100000000
豆渣腦筋,21600
豆滿江,31200
豆漿,1920000
豆瓣,100000000
豆瓣網,26900000
豆瓣菜,5250000
豆瓣醬,17300000
豆皀,1420000
豆皮,100000000
豆科,54000000
豆科植物,36800000
豆腐,100000000
豆腐乳,30300000
豆腐渣,86800000
豆腐皮,61200000
豆腐腦,4930000
豆花,100000000
豆芽,100000000
豆芽菜,17600000
豆苗,40900000
豆莢,202000
豆蓉,1820000
豆蓉包,324000
豆蔻,100000000
豆蔻年華,1490000
豆薯,2460000
豆薯屬,100
豆袋彈,16200
豆角,100000000
豆角兒,183000
豆雁,1190000
豆類,681000
豈不,21600000
豈敢,657000
豈非,9660000
豌,100000000
豌豆尖,6470000
豍,615000
豎,8070000
豎折,7050000
豎直,230000
豎筆,655000
豎起,621000
豎起耳朵,344000
豏,1000000
豐南區,31400
豐城,359000
豐城市,26400
豐富,70300000
豐寧,89800
豐收,2330000
豐水,16600000
豐潤區,35700
豐濱,48000
豐產,10600000
豐胸,977000
豐臣秀吉,1400000
豐衣足食,2170000
豐裕,212000
豐都,95700
豐鎮市,11700
豐順,163000
豐順縣,58500
豑,422000
豓,658000
豔,6290000
豔陽天,4390000
豕,56200000
豕豞,32500
豖,1150000
豗,5560000
豚,100000000
豚鼠,47600000
豜,627000
豝,2150000
豞,384000
象,100000000
象山,100000000
象山區,42000
象山縣,42600
象州,24800000
象州縣,22700
象形,100000000
象形字,23900000
象形文字,36700000
象徵,28000000
象徵主義,5690000
象樣,65600000
象海豹,1020000
象聲詞,105000
象話,14700000
象鼻山,15800000
象鼻蟲,27800
豢養,127000
豦,675000
豪傑,1650000
豪壯,52000
豪強,11800000
豪放,100000000
豪門,2250000
豪雨,10700000
豫告,47000000
豬八戒,36600000
豬尾巴,3050000
豬年,465000
豬朋狗友,5400000
豬水泡病,350000
豬肉,4100000
豵,1280000
豹子,100000000
豺狼座,518000
豺狼當塗,33600
貂,100000000
貂熊,830000
貆,1450000
貉,100000000
貉絨,1500
貌,100000000
貌似,100000000
貌合心離,3040000
貌合神離,2970000
貌相,42000000
貌美,100000000
貌美如花,78700000
貍,3960000
貎,1930000
貓,56800000
貓兒,610000
貓兒山,10300
貓匿,6110000
貓叫聲,1470000
貓咪,6230000
貓哭老鼠,8330000
貓哭耗子,4480000
貓奴,14800000
貓屎咖啡,718000
貓抓病,5190000
貓步,115000
貓沙,20600
貓熊,10200000
貓王,278000
貓瘟,25900
貓眼,505000
貓眼兒,25900
貓科,320000
貓聲鳥,56
貓腰,11000000
貓膩,366000
貓頭鷹,1360000
貓鼠遊戲,4650000
貓鼬,88300
貔,100000000
貔貅,100000000
貘,22700000
貙,3090000
貛,850000
貜,648000
貝,20900000
貝·佈托,54100
貝丘,378000
貝九,4240000
貝克,454000
貝克勒爾,2960
貓霧族,28
貝克漢姆,119000
貝克爾,60000
貝內特,26100
貝利卡登,62
貝加爾湖,4560000
貝加萊,15800
貝努力,3420000
貝南,42600
貝卡谷地,403000
貝塔,264000
貝多芬,1100000
貝嫂,25100
貝寶,1060000
貝柱,35800
貝殼,1860000
貝殼兒,275000
貝母,315000
貝爾,2800000
貝爾墨邦,79
貝爾實驗室,431000
貝爾格勒,11000
貝爾格萊德,1420000
貝爾法斯特,74900
貝爾湖,1010000
貝爾莫潘,5550
貝盧斯科尼,641000
貝納通,10900
貝聿銘,74900
貝葉,577000
貝葉棕,32700
貝葉經,23700
貝里斯,88500
貝雷帽,110000
貝類,417000
貝魯特,128000
貝齒,268000
貞,14000000
貞女,162000
貞德,312000
貞操,74
貞操帶,747000
貞潔,307000
貞烈,139000
貝葉斯,42600
貞節,316000
貞節牌坊,315000
貞豐,85300
貝雕,23500
貞豐縣,26400
貟,1060000
負,47100000
負值,465000
負債,3320000
負債累累,3970000
負傷,730000
負分,25400000
負反饋,3560000
負向,17700000
負增長,5440000
負壓,1050000
負心,343000
負心漢,1100000
負擔,9070000
負擔不起,2010000
負擔者,10000000
負整數,2730000
負數,520000
負方,24700000
負有,78100000
負有責任,54700000
負極,362000
負氣,232000
負片,143000
負疚,23700
負累,8690000
負外部性,360000
負翁,30400
負能量,8820000
負荊請罪,1780000
負號,137000
負責人,97100000
負責任,50800000
負載,3960000
負重,1550000
負重訓練,1260000
負離子,12100000
負電,30600000
負面,6530000
負鼠,18200
財,31400000
財主,288000
財利,41300000
財力,1460000
負荷,5620000
財務,17100000
負責,35700000
財務再保險,2660000
財務大臣,1280000
財務秘書,2200000
財務軟件,20100000
財勢,39900
財團,3170000
財報,1190000
財大氣粗,937000
財富,13900000
財寶,716000
財帛,809000
財年,100000000
財政,10300000
財政大臣,3430000
財政年度,38200000
財政部,59100000
財政部長,3730000
財會,582000
財東,10000000
財權,131000
財源,1260000
財源滾滾,3510000
財物,2950000
財產,6870000
財產價值,3430000
財產公證,4740000
財產權,18700000
財相,17900000
財神,2550000
財神爺,2940000
財禮,32900
財稅,1320000
財稅廳,94
財經,11300000
財貿,100000
財賦,447000
財路,26800000
財迷,237000
財迷心竅,214000
財長,200000
財閥,474000
貢,5370000
貢丸,436000
貢井,20700
貢井區,19100
貢品,258000
貢嘎,130000
貢嘎縣,7810
貢國,7090000
貢士,219000
貢多拉,49400
貢寮,236000
貢寮鄉,21600
貢山,66700
貢山獨龍族怒族自治縣,354000
貢山縣,533000
貢布,64100
貢物,93900
貢獻,18200000
貢獻者,12200000
貢生,143000
貢覺,12900
貢覺縣,5590
貢賦,347000
貢都拉,175000
貢高我慢,78300
貤,1340000
貧,10000000
貧下中農,2410000
貧不足恥,781000
貧乏,880000
貧僧,111000
貧嘴,66800
貧嘴滑舌,51200
貧嘴薄舌,71600
貧困,4910000
貢茶,235000
貧困地區,15000000
貧困率,5590000
貧富,1440000
貧富差距,4470000
貧寒,491000
貧弱,447000
貧民,1720000
貧民區,1040000
貧民窟,7990000
貧氣,4500
貧油,6620
貧油國,32400
貧液,98
貧無立錐,63000
貧無立錐之地,284000
貧病交加,451000
貧病交迫,214000
貧瘠,439000
貧礦,3510
貧窮,3410000
貧窮潦倒,444000
貧腔,350000
貧苦,705000
貧血,797000
貧血性壞死,220000
貧賤不能移,721000
貧農,73100
貧道,606000
貧鈾,23400
貧限想,83
貧雇農,41800
貧相,10100000
貨,39900000
貨值,94300
貨到付款,36700000
貨包,87500000
貨品,3110000
貨商場,7850000
貧血症,18900000
貧賤,1260000
貨問三家不吃虧,135000
貨幣,9110000
貨幣主義,2050000
貨幣供應量,3320000
貨幣兌換,12400000
貨幣危機,922000
貨幣市場,11900000
貨幣貶值,4990000
貨倉,18500000
貨攤,4300000
貨架,1920000
貨梯,27300000
貨棚,9250000
貨棧,33100
貨機,99500000
貨櫃,1240000
貨櫃車,531000
貨款,1020000
貨比三家,3300000
貨比三家不吃虧,1770000
貨源,2120000
貨物,7080000
貨物運輸,100000000
貨盤,25100000
貨真價實,3820000
貨站,29500000
貨船,271000
貨艙,76200
貨色,60000000
貨車,2750000
貨載,9430000
貨輪,147000
貨運,4000000
貨運列車,761000
貨運卡車,1240000
販,18500000
販售,6600000
販夫,110000
販夫俗子,20200
販嬰,269000
販子,371000
販毒,505000
販賣,5180000
販賣人口,1530000
販賣機,5050000
販運,137000
貪,12000000
貪占,3460000
貪吃,775000
貪吃者,991000
貪吃鬼,640000
貪天之功,1560000
貪婪,2090000
販私,1560000
貪婪是萬惡之源,16300
貪婪無厭,77100
貪官,535000
貪官污吏,902000
貪小失大,2000000
貪得無饜,62700000
貪心,978000
貪心不足,601000
貪嘴,39800
貪圖,683000
販夫走卒,186000
貪多嚼不爛,420000
貪慾,162000
貪戀,667000
貪杯,101000
貪求,269000
貪求無厭,60600
貪汙腐化,249000
貪污,1060000
貪污腐敗,1950000
貪得無厭,1140000
貪瀆,110000
貪猥無厭,60900
貪玩,540000
貪生怕死,633000
貪腐,10700000
貪色,145000
貪財,538000
貪賄無藝,2800
貪贓枉法,321000
貪鄙,101000
貪食,176000
貪饞,22000
貫,13100000
貫串,261000
貫徹,10100000
貫徹始終,471000
貫時,14200000
貫氣,19100
貫注,532000
貫穿,4040000
貫通,2770000
貫連,62600
責,30800000
責令,552000
責任,55200000
責任事故,100000000
責任人,91000000
責任制,82900000
責任心,20800000
責任感,28600000
責任編輯,8950000
責備,1060000
責備求全,181000
責怪,641000
責成,315000
責打,13700000
責有攸歸,86200
責無旁貸,1070000
責編,8860000
責罰,274000
責罵,351000
責難,309000
貯,5740000
貯備,92500
貯存,1130000
貯存器,1970000
貯存管,2820000
貯木場,210000
貯水處,43
貯熱,63300
貯物,3290000
貯藏,751000
貰,2400000
貲,2690000
貲財,64900
貲郎,386000
貳,43100000
貳心,6740000
貳臣,52000
貴,61900000
貴人,4140000
貴人多忘,564000
貴人多忘事,126000
貴公司,51500000
貴南,39800
貴南縣,11100
貴古賤今,1270000
貴司,44000000
貴圈真亂,920000
貴國,13200000
貴妃,2640000
貴妃床,1710000
貴妃醉酒,3820000
貴姓,132000
貴婦,1470000
貴婦人,8710000
貴婦犬,167000
貴定,88300
貴定縣,29000
貴州,7610000
貴州日報,3750000
貴州省,1750000
貴州財經學院,703000
貴幹,7480000
貴庚,12800
貴府,43900
貴德,257000
貴德縣,28400
貴恙,10400
貴方,2410000
貴族,7700000
貴族化,10400000
貴族社會,2050000
貴族身份,3940000
貴校,12800000
貴格會,58200
貴池,135000
貴池區,30400
貴港,497000
貴港市,128000
貴溪,80600
貴溪市,29000
貴珊瑚,1130000
貴胄,82500
貴賓,2900000
貴賓室,4570000
貴賓犬,4680000
貴賤,2620000
貴遠賤近,21600
貴重,3340000
貴金屬,60600000
貴陽,3140000
貴陽市,712000
貴陽醫學院,909000
貶,3710000
貶低,605000
貶值,771000
貶多於褒,764000
貶官,142000
貶居,999000
貶抑,262000
貶損,153000
貶斥,87200
貶稱,83300
貶義,375000
貶職,7950
貶詞,3650000
貶謫,134000
貶降,1000000
買,90800000
買一送一,71400000
買不起,59900000
買主,63500000
買價,97700000
買入,1690000
買單,1190000
買回,100000000
買好,313000
買官,50900000
買官賣官,8740000
買家,4030000
買帳,595000
買房,1650000
買斷,331000
買方,558000
買方市場,630000
買春,247000
買東西,47500000
買櫝還珠,720000
買票,868000
買空,44000
買空賣空,191000
買笑追歡,204000
買賣,9220000
買賬,19800000
買路財,1590000
買路錢,11300000
買辦,174000
買通,58900000
買進,44500000
買關節,751000
買面子,13500000
貸,11300000
貸學金,1050000
貸方,172000
貸款,8010000
貸款人,100000000
貸款率,100000000
貸記,8010000
貺,2950000
費,44600000
費事,90500000
費人思索,2720000
費利克斯,390000
費力,2070000
費力不討好,358000
費加羅報,155000
費勁,411000
費勁兒,106000
費口舌,292000
費周折,362000
費唇舌,136000
費城,340000
費奧多爾,5520
費孝通,53400
費工夫,857000
費德勒,93800
費心,538000
費拉,138000
費拉德爾菲亞,75
費時,98400000
費曼,119000
費洛蒙,473000
費爾巴哈,25000
費爾干納,11500
費爾幹納盆地,36500
費爾馬,127000
費爾馬大定理,70200
費率,1270000
費瑪,13600
費用報銷單,1780000
費盡心思,1420000
費盡心機,676000
費盧傑,5860
費神,90600000
費米,43500000
費米子,518000
費縣,170000
費解,1060000
費話,100000000
費邊社,2860
費馬,52000
貼,36300000
貼切,1150000
貼合,1940000
費用,31700000
貼合面,3330000
貼吧,3870000
貼圖,4990000
貼士,1530000
貼心,12500000
貼心貼肺,56600
貼息,181000
貼旦,33900
貼水,98000
貼片式,13400000
貼現,586000
貼現率,5120000
貼生,68000000
貼紙,2990000
貼膜,398000
貼花,115000
貼身,2910000
貼身衛隊,69
貼近,3640000
貼邊,51900
貼錫箔,54000
貼題,7150000
貽,6020000
貽人口實,146000
貽害,149000
貽害無窮,136000
貽燕,556000
貽笑,84400
貼畫,18600000
貽笑大方,524000
貽笑方家,2910
貽範古今,283000
貽誤,150000
貽貝,70800
貿,3930000
貿易,29700000
貿易中心,37400000
貿易伙伴,58300000
貿易保護主義,1970000
貿易公司,100000000
貿易協定,3940000
貿易壁壘,2490000
貿易夥伴,58300000
貿易戰,12400000
貿易組織,11200000
貿易貨棧,25600
貿易逆差,15100000
貿易順差,2330000
貿易額,3470000
貿然,641000
賀,22200000
賀函,18300
賀卡,901000
賀喜,683000
賀子珍,19500
賀客,53400
賀州,494000
賀州市,89800
賀年,487000
賀年卡,56100
賀年片,31800
賀拉斯,17900
賀普丁,1090
賀朝,23300
賀正,170000
賀歲,1280000
賀爾蒙,100000000
賀知章,203000
賀禮,158000
賀縣,2780000
賀蘭,727000
賀蘭山,3900000
賀蘭山岩鷚,21
賀蘭山紅尾鴝,43
賀蘭山脈,72800
賀蘭縣,46600
賀詞,605000
賀軍翔,119000
賀電,178000
賀龍,104000
賁,4240000
賁臨,9600
賁門,61400
賂,2300000
賃,5450000
賄,1950000
賄買,100000
賄賂,1150000
賄選,100000
賅,1120000
賅博,16500
賅括,47700
資,33100000
資中,126000
資中縣,29000
資俸,571000
資優班,304000
資優生,424000
資助,4810000
資安,88600000
資工,100000000
資料,100000000
資料介面,28500000
資料倉儲,2430000
資料傳輸,8680000
資料傳送服務,4180000
資料夾,4070000
資料庫,100000000
資料量,90200000
資料鏈結層,8790000
資斧,116000
資方,100000000
資望,21100000
資本,17500000
資本主義,36400000
資本儲備,1670000
資本外逃,904000
資本家,20100000
資本市場,43700000
資本計提,1000000
資本論,84200
資格,57300000
資格賽,10000000
資歷,2310000
資治通鑒,5870000
資深,9350000
資淺,374000
資源,100000000
資源縣,32700
資溪,37200
資溪縣,16500
資生堂,887000
資產,16200000
資產價值,42300000
資產剝離,1450000
資產擔保證券,2340000
資產組合,11200000
資產負債表,47500000
資產階級,12900000
資產階級右派,315000
資產階級革命,9410000
資用,100000000
資興,118000
資興市,20800
資訊,100000000
資訊工程,39200000
資訊科技,48900000
資財,97800000
資費,984000
資質,24200000
資遣,172000
資遣費,59600
資金,23400000
資金槓桿,4560000
資陽,430000
資陽區,15200
資陽市,101000
賈,18100000
賈伯斯,108000
賈南德拉,24300
賈夾威德,70
賈客,63700
賈寶玉,8590000
賈平凹,41400
賈思勰,419000
賈慶林,314000
賈斯汀·比伯,2330000
賈汪,85700
賈汪區,68200
賈第蟲,101000
賈第蟲屬,94000
賈第蟲病,109000
賈誼,5750000
賉,406000
賊,19000000
賊亮,5570000
賊喊捉賊,821000
賊心,14200000
賊死,10500000
賊眉賊眼,20300
賊眉鼠眼,431000
賊眼,34400
賊禿,13700
賊窩,37100
賊船,161000
賊頭賊腦,105000
賌,203000
賏,716000
賑,2720000
賑恤,163000
賑捐,417000
賑濟,219000
賑災,153000
賒,1790000
賒帳,37100
賒欠,42500
賒賬,33200
賒購,34500
賒銷,75000
賓,13400000
賓主,12100000
賓主盡歡,47900
賓利,222000
賓士,830000
賓夕法尼亞,858000
賓夕法尼亞大學,1320000
賓夕法尼亞州,2590000
賓客,3920000
賓客盈門,78200
賓川,45200
賓川縣,15200
賓州,363000
賓得,71000
賓朋,216000
賓朋滿座,66100
賓朋盈門,77
賓果,153000
賓格,87800
賓治,45300
賓縣,31900
賓至如歸,4120000
賓西法尼亞,858000
賓詞,705000
賓語,474000
賓語關係從句,6780000
賓陽,104000
賓陽縣,37100
賓館,6340000
賕,812000
賙,937000
賙人,436000
賙卹,20300
賙急扶困,69800
賙濟,103000
賜,16200000
賜予,1970000
賞光,25100
賞心悅目,4630000
賞月,508000
賞析,1970000
賞罰,1050000
賞臉,77600
賞識,988000
賞錢,128000
賞鑒,88000000
賞鳥,1040000
賠本,111000
賠錢,483000
賡即,9780
賢,36400000
賢人,20500000
賢內助,134000
賢勞,87200
賢士,1130000
賢妻,1590000
賢妻良母,1520000
賢弟,99300
賢惠,274000
賢慧,263000
賢才,11000000
賢明,5520000
賢淑,346000
賢淑仁慈,29
賢王,10000000
賢相,8570000
賢能,11900000
賢良,1440000
賢達,379000
賣,72300000
賣主,87100
賣傻,8900000
賣價,92700000
賣光了,59900000
賣出,3030000
賣力,21800000
賣力氣,132000
賣卜,5120000
賣命,201000
賣國,66100000
賣國主義,154000
賣國賊,959000
賣場,2960000
賣完,591000
賣家,3700000
賣座,555000
賣弄,463000
賣掉,1160000
賣方,1080000
賣春,131000
賣本事,128000
賣淫,553000
賣炭翁,136000
賣相,15100000
賣破綻,55400
賣空,141000
賣笑,213000
賣肉,325000
賣肉者,854000
賣苦力,144000
賣萌,1230000
賣關節,24400
賣風流,32200
賤內,13300
賤民,213000
賤賣,162000
賥,761000
賦,38100000
賦予,7550000
賦形劑,51500
賦格曲,463000
賧,811000
質,59100000
質問,100000000
質地,3190000
質子數,1700000
質子轟擊,52600
質庫,100000000
質明,22100000
質檢局,14100000
質疑,7010000
質量保障,95900000
質量數,34700000
質鋪,207000
賬,4080000
賬單,653000
賬戶,4800000
賬房,56000
賬號,5260000
賬載,163000
賭球,8830
賭錢,177000
賭鬭,1720000
賴索托,166000
賴聲川,103000
賴臉,856000
賴賬,34500
賵,1100000
賷,801000
賸,3820000
賺,14600000
賺取,2450000
賺哄,2500000
賺回來,1560000
賺大錢,6340000
賺得,22400000
賺錢,16000000
賺頭,1450000
賻,1320000
購,17100000
購得,17900000
購書券,309000
購物,35300000
購物中心,42800000
購物券,75200000
購物大廈,1820000
購物廣場,21900000
購物手推車,946000
購物袋,15600000
購物車,28500000
購置,1940000
購貨,31500000
購買,51400000
購買力,12000000
購買者,46000000
賽,30400000
賽事,9840000
賽先生,10300000
賽博,1810000
賽因斯,7610000
賽場,97300000
賽夏族,44900
賽季,6590000
賽德克族,412000
賽德娜,55300
賽揚,39900
賽普勒斯,243000
賽會,63200000
賽格威,10200
賽段,24000000
賽氏籬鶯,16
賽特,303000
賽珍珠,493000
賽璐玢,6830
賽璐珞,78800
賽百味,31000
賽程,1850000
賽罕,70900
賽車,5150000
賽輪思,51500
賽馬,1520000
賽點,19100000
賽龍舟,5870000
贅,2960000
贅餘,16000
贈,21000000
贈予,474000
贈品,2560000
贈與,672000
贊詞,86900
贍養費,6010000
贏,22800000
贓款,116000
贓物,219000
贖金,277000
贗,490000
贛,3010000
贛榆,141000
赤佬,5100000
赤嘴潛鴨,16200
赤坎區,18900
赤城縣,22300
赤壁,100000000
赤壁之戰,11800000
赤壁市,100000000
赤壁縣,32
赤子,100000000
赤子之心,100000000
赤字,100000000
赤字累累,1890000
赤小豆,53900000
赤尾噪鶥,81800
赤峰,100000000
赤峰市,100000000
赤崁樓,220000
赤嵌樓,67700
